source_file,source_abs,source_lines,instrumented_lines,covered_lines,missed_instrumented_lines,line_coverage_pct,functions,covered_functions,function_coverage_pct,max_line_freq,sum_line_freq,page
src/physics/cam/cldfrc2m.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cldfrc2m.F90,1106,219,171,48,78.08219178082192,6,6,100.0,127795200,7750685973,7aa1d9fccc_cldfrc2m.F90.html
src/physics/cam/cldwat.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cldwat.F90,1297,17,16,1,94.11764705882354,1,1,100.0,512,3601,70cbe5df60_cldwat.F90.html
src/physics/cam/cldwat2m_macro.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cldwat2m_macro.F90,2389,602,530,72,88.03986710963456,9,9,100.0,258822720,17858524470,c08bd68a52_cldwat2m_macro.F90.html
src/physics/cam/cloud_cover_diags.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cloud_cover_diags.F90,192,44,43,1,97.72727272727273,3,3,100.0,86274240,336998000,bef20f0964_cloud_cover_diags.F90.html
src/physics/cam/cloud_diagnostics.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cloud_diagnostics.F90,509,179,128,51,71.50837988826815,3,3,100.0,25559040,424502096,814a13d51e_cloud_diagnostics.F90.html
src/physics/cam/cloud_fraction.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cloud_fraction.F90,848,177,147,30,83.05084745762711,7,7,100.0,64705680,1409226980,907f25e990_cloud_fraction.F90.html
src/physics/cam/clubb_intr.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/clubb_intr.F90,3413,5,5,0,100.0,2,2,100.0,147456,525312,c1e856fbce_clubb_intr.F90.html
src/physics/cam/cmparray_mod.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cmparray_mod.F90,483,24,24,0,100.0,6,6,100.0,67760849,364971332,ceb45f1eb9_cmparray_mod.F90.html
src/physics/cam/co2_cycle.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/co2_cycle.F90,316,31,23,8,74.19354838709677,4,4,100.0,186368,570892,3d186e7da7_co2_cycle.F90.html
src/physics/cam/comsrf.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/comsrf.F90,140,32,32,0,100.0,1,1,100.0,16384,114688,f7dcd659dd_comsrf.F90.html
src/physics/cam/constituent_burden.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/constituent_burden.F90,88,15,11,4,73.33333333333333,2,2,100.0,2981888,9336320,3ffd5f96e0_constituent_burden.F90.html
src/physics/cam/constituents.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/constituents.F90,438,82,71,11,86.58536585365853,7,7,100.0,1243023040,5932864089,0c12ef998c_constituents.F90.html
src/physics/cam/conv_water.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/conv_water.F90,435,108,102,6,94.44444444444444,4,4,100.0,25559040,534325120,9ba9a74df6_conv_water.F90.html
src/physics/cam/convect_deep.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/convect_deep.F90,333,82,45,37,54.8780487804878,5,5,100.0,53248,3322882,53a360c440_convect_deep.F90.html
src/physics/cam/convect_shallow.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/convect_shallow.F90,1042,309,213,96,68.93203883495146,4,4,100.0,1164702240,2218840945,4f288e9fcc_convect_shallow.F90.html
src/physics/cam/cospsimulator_intr.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cospsimulator_intr.F90,4017,131,102,29,77.86259541984732,2,2,100.0,768000,5009932,471f09de48_cospsimulator_intr.F90.html
src/physics/cam/cpslec.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/cpslec.F90,81,15,15,0,100.0,1,1,100.0,718952,5337455,470615a499_cpslec.F90.html
src/physics/cam/dadadj.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/dadadj.F90,135,25,12,13,48.0,1,1,100.0,1437904,8387704,1fff7fd8b0_dadadj.F90.html
src/physics/cam/diffusion_solver.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/diffusion_solver.F90,1029,169,127,42,75.14792899408285,6,6,100.0,951920100,11352116914,fe1711efaa_diffusion_solver.F90.html
src/physics/cam/eddy_diff.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/eddy_diff.F90,4057,735,607,128,82.58503401360544,9,9,100.0,129515520,15009571362,aed88157ed_eddy_diff.F90.html
src/physics/cam/geopotential.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/geopotential.F90,215,18,16,2,88.88888888888889,2,2,100.0,365421180,1381188942,49a5f114d8_geopotential.F90.html
src/physics/cam/ghg_data.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/ghg_data.F90,268,62,62,0,100.0,3,3,100.0,25559040,578631392,fa388e1c18_ghg_data.F90.html
src/physics/cam/gw_common.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/gw_common.F90,851,94,91,3,96.80851063829788,5,5,100.0,21858906,2317003217,9fa43f7639_gw_common.F90.html
src/physics/cam/gw_diffusion.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/gw_diffusion.F90,191,23,22,1,95.65217391304348,2,2,100.0,1226919240,4829644002,d18619d708_gw_diffusion.F90.html
src/physics/cam/gw_drag.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/gw_drag.F90,1730,350,151,199,43.142857142857146,3,3,100.0,1205765460,3426020027,04b33b948d_gw_drag.F90.html
src/physics/cam/gw_oro.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/gw_oro.F90,177,33,33,0,100.0,1,1,100.0,21858906,156913693,2cc2a39d02_gw_oro.F90.html
src/physics/cam/gw_utils.F90,iCESM1.3.1_PI_atm/components/cam/src/physics/cam/gw_utils.F90,77,14,13,1,92.85714285714286,3,3,100.0,82499742,131959338,fccab56aed_gw_utils.F90.html
